ID,SPEAKER,TEXT,LING_FEATURES,NOTES,gpt_default,gpt_feature_preserving,gpt_legal_context,gpt_bias_aware
T723,A,"Yes, the first officer with his K-9.",,,The testimony mentions the presence of the first officer and his K-9 unit.,The witness mentioned that it was likely the first officer with his K-9.,The witness mentioned that the first officer arrived with his K-9.,"The first officer, um, with his K-9, you know."
T723,Q,Can you describe for me what he did when he arrived?,,,The question is asking the witness to describe what the person did upon arrival.,"The deponent described what he thinks the individual did when he arrived, stating that he might have possibly gone to the back room first, um, and then, uh, he could have maybe checked his phone before approaching the reception desk. The deponent mentioned that he would have likely greeted the receptionist before proceeding to his appointment.",The deponent was asked to describe what the individual did upon arrival.,"Can you, like, tell me what he, like, did when he got there?"
T723,A,"I was standing at the door ready to walk out, waiting for the door to open up. Once it clicked, they open it up and I walked towards the door and he grabbed me by my shirt, but he didn't pull me out, I walked out on my own will, own free-will. He basically had ahold of my shirt. That's pretty much as I exited.","disfluency_gen, uncertainty_hedge, temp",,"The person testifying was at the door, waiting for it to open. When it did, someone grabbed their shirt but did not pull them out. The person walked out on their own will while the other individual had a hold of their shirt.","The witness testified that they were standing at the door, ready to walk out, waiting for it to open. When it clicked, the door was opened and they walked towards it. The other person grabbed them by their shirt, but they believe they walked out of their own free will. The person had a hold of their shirt as they exited.","The witness stated that they were standing at the door, prepared to leave, and waiting for it to open. When it clicked, the door was opened, and they walked towards it. The individual mentioned that the other person grabbed their shirt, but clarified that they were not pulled out and left of their own accord. The witness emphasized that they exited voluntarily, despite the other person holding onto their shirt.","I was like, you know, standing there at the door, just waiting for it to open. And then, like, it finally clicked and they opened it up. So, I started walking towards the door, and, like, he grabbed my shirt, but he didn't really pull me out. I mean, I walked out on my own, you know, like, free will and all that. He kinda had a grip on my shirt, and that's pretty much how I left, you know."
T723,Q,Can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him?,uncertainty_hedge,,The question is asking the deponent to describe the actions taken by Mr. Thompson that led to the complaint against him.,"The deponent was asked to describe the actions taken by Mr. Thompson that they believe led to the complaint against him. The deponent used hedging language and uncertainty in their response, indicating that they were not entirely sure about the specific actions taken by Mr. Thompson.","The deponent was asked to describe the actions taken by Mr. Thompson that, I guess, formed the basis of the complaint against him.","Can you, like, tell me what Mr. Thompson did that, um, I guess made you wanna complain about him?"
T723,A,"Yeah, basically, there's a — there's a few things. I followed his order to sit down on the ground. That's what -- that's what his first order was, so I sat down on the ground. And then he immediately said no, I want you facedown on the ground in a prone position. He was cursing while he was doing this. And at me to do it, get down on the fucking ground, and I did all of those things. I conceded and did not resist. He testified to that. You were there in the courtroom when he testified to that.","disfluency_gen, uncertainty_hedge",,"The witness testified that they followed an order to sit down on the ground, but then were instructed to lie facedown in a prone position by the individual, who was cursing. Despite feeling pressured, the witness complied with the orders and did not resist.","The witness stated that there were a few things that happened. Initially, he followed an order to sit down on the ground, which was the first instruction given. However, the individual then changed his mind and demanded that the witness lie facedown on the ground in a prone position, all while using profanity. Despite this, the witness complied with the new directive and did not resist. The witness mentioned that this compliance was acknowledged by the individual, and he recalled that this was testified to in court.","The witness stated that initially, he was ordered to sit down on the ground, which he complied with. However, the officer then instructed him to lie facedown on the ground in a prone position, using profanity. Despite this, the witness followed the officer's commands without resistance. The witness mentioned that this testimony was provided in court, implying that the recipient was present during the officer's testimony.","The person said that, like, there were a few things. They, like, followed his order to sit down on the ground, which was his first order. Then he was like, no, I want you facedown on the ground, and he was, like, cursing while saying that. He was, like, telling me to get down on the ground, and I did all of those things without resisting. He, like, testified to that in court, and you were there when he did."
T723,Q,Did Deputy Thompson use force against you?,,,The deposition testimony is asking whether Deputy Thompson used force against the person being questioned.,"The deponent stated that, um, they think Deputy Thompson, uh, might have used force against them. They mentioned that, uh, it could have happened, but they are not entirely sure. The deponent added that, um, maybe Deputy Thompson would have used force during the incident, but they are not certain about it.","The deponent responded, ""Well, I mean, I guess you could say that Deputy Thompson, like, kinda used force against me, but, you know, it's not like he, like, really hurt me or anything. I mean, I think he, like, maybe pushed me a little, but, you know, it wasn't, like, a big deal or anything.""","Deputy Thompson, um, like, he kinda, you know, used force, I guess? Like, I'm not, like, totally sure, but, um, yeah, he, like, did something, I think."
T723,A,Did he use force againse me?,,,The deposition testimony is asking whether force was used against the speaker.,"The deponent expressed uncertainty about whether force was used against them, asking, ""Did he use force against me?""",The excerpt from the legal deposition contains a question asking whether force was used against the speaker. The question is straightforward and does not provide any additional context or details.,The speaker is questioning whether force was used against them.
T723,Q,Yes.,,,,,,
T723,A,"Well, what — what he did was, he was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. His K-9 dog was biting at my leg and I ended up trying to protect my leg because he was up on my upper back now, I am protecting my leg with my right hand while he was biting at my leg. The dog ended up biting my hand, my right hand.","disfluency_gen, temp",,"During the deposition testimony, the witness described an incident where a person lost control of their K-9 dog, which ended up biting the witness's leg. The witness tried to protect their leg with their right hand, but the dog ended up biting their hand instead.","During the deposition, the witness described how the person in question seemed to be focusing on their upper body and then seemed to lose control of their dog. The dog, identified as a K-9, started biting at the witness's leg. As a result, the witness attempted to shield their leg with their right hand while the dog continued to bite. Ultimately, the dog ended up biting the witness's right hand.","The witness described an incident where the other party's K-9 dog lost control and started biting at their leg. In an attempt to protect their leg, the witness used their right hand, which ended up being bitten by the dog.","So, like, he was, um, focusing on my upper body and then, like, he kinda, like, lost control of his dog. And, um, his dog was, like, biting at my leg. His K-9 dog, you know, was biting at my leg, and I was, like, trying to protect my leg with my right hand while he was, like, up on my upper back. And, um, yeah, the dog, like, ended up biting my hand, my right hand."
T723,Q,"I am sorry, the dog bit your right hand or your leg or both?",,,"The deposition testimony asks whether the dog bit the person's right hand, leg, or both.","The deponent expressed uncertainty about the specific body part that was bitten by the dog, mentioning the right hand, leg, or possibly both.","The individual in the legal deposition expressed uncertainty about the specifics of the incident, asking whether the dog had bitten the other party's right hand, leg, or both. This uncertainty may be relevant for evaluating the accuracy and credibility of the witness's testimony in the case review.","The dog, um, like, bit you, um, on your, like, right hand, or, like, maybe, your leg, or, like, both?"
T723,A,My right hand. My right hand.,disfluency_repeat,,"The deposition testimony simply states ""My right hand"" twice.","The individual repeatedly mentioned their right hand during the deposition testimony, indicating a strong focus or emphasis on this body part.","The deponent repeatedly stated ""My right hand. My right hand.""",The speaker mentioned their right hand twice.
T723,Q,So the dog did not bite either of your legs?,,,The dog did not bite either of the person's legs.,"The witness stated that, um, they think, uh, the dog possibly did not bite either of their legs.",The witness expressed uncertainty about whether the dog bit either of their legs.,"The dog, like, didn't bite, um, either of your legs, right?"
T723,A,"He was biting at my leg. He was biting at my leg, at my upper thigh and at my buttocks. My — and then that's where my hand was, so I put my hand there, you know, to shoo him away and then he bit my hand too. The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all and basically he was using extra force on my back.",disfluency_gen,,"During the deposition, the individual described being bitten on the leg, thigh, buttocks, and hand by an unknown person. They also mentioned that an officer was pressing down on their back with excessive force and did not attempt to handcuff them.","During the incident, the individual testified that the dog was possibly biting at their leg, specifically the upper thigh and buttocks. They mentioned placing their hand there to try to shoo the dog away, but the dog ended up biting their hand as well. Additionally, they noted that the officer was pressing down on their back without attempting to handcuff them, using what they perceived as excessive force.","The witness described the incident as the dog biting at their leg, upper thigh, and buttocks, and then biting their hand when they tried to shoo it away. They mentioned that the officer was pressing down on their back without attempting to handcuff them, using what they perceived as excessive force.","He, like, was biting at my leg, you know, at my upper thigh and at my buttocks. And then, like, that's where my hand was, so I put my hand there to shoo him away, you know, and then he bit my hand too. The officer, like, was pressing down on my back, okay. He, like, didn't try to handcuff me at all and basically he was using extra force on my back."
T723,Q,Can you describe what he was doing on your back?,,,The deposition testimony is asking the witness to describe what someone was doing on their back.,"The deponent was asked to describe what the individual was doing on their back. The deponent responded by saying, ""Um, I think he might have been, uh, possibly, uh, massaging or, um, applying some kind of pressure. I'm not sure, but he could have been, uh, using his hands or, uh, some kind of tool. This was, uh, maybe, uh, around 3 o'clock in the afternoon, I think.""",The excerpt from the legal deposition asks the witness to describe what someone was doing on their back.,"Can you, like, tell me what he was, like, doing on your back?"
T723,A,"Leaning on my back. I don't know, I was facedown, but my back — he was on my upper part of my body.","uncertainty_gen, disfluency_gen",,The person giving the deposition testified that they were lying facedown with someone on top of the upper part of their body.,"The witness stated that they were possibly leaning on their back. They were unsure, but they think they were facedown, with the other person on the upper part of their body.","The deponent stated that they were leaning on their back and unsure of their exact position, mentioning they were facedown with the other person on their upper body.","The person was like, um, lying down, you know, on their back. They think they were facedown, but, like, the other person was on top of their upper body, I guess."
T723,Q,"And you described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back?",,,The witness described attempting to shoo a dog away while Deputy Thompson was leaning on their back.,The witness mentioned trying to shoo the dog away and was asked if they were moving while Deputy Thompson was leaning on their back.,The witness described attempting to shoo the dog away and was asked if they were moving while Deputy Thompson was leaning on their back.,"So, like, I was, um, trying to, you know, like, get the dog to, like, go away, while, um, Deputy Thompson was, like, leaning on my back, you know?"
T723,A,I'm sorry?,,,"The deposition testimony simply states ""I'm sorry?"" and does not provide any additional context or information to summarize.","The deponent expressed uncertainty and confusion by saying ""I'm sorry?""","The witness responded with uncertainty by saying ""I'm sorry?"" in the legal deposition.","The speaker expressed confusion or uncertainty with a simple ""I'm sorry?"""
T723,Q,"You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?",cond_real,,The testimony describes a situation where the person was trying to shoo a dog away while Deputy Thompson was leaning on their back.,"The witness mentioned that they were attempting to shoo the dog away, so they are inquiring if the witness was moving while Deputy Thompson was leaning on their back.",The witness stated that they were attempting to shoo the dog away and inquired if they were moving while Deputy Thompson was leaning on their back.,"So, like, you were, um, trying to, like, get the dog to, like, go away, right? And, um, you were, like, moving while, like, Deputy Thompson was, like, leaning on your back?"
T723,A,"I was like -- I was facedown. They just -- I just explained it to you, the dog was biting at my leg and -- ",disfluency_gen,,The witness described being facedown with a dog biting at their leg during the deposition testimony.,The witness described being facedown during the incident and recalled the dog possibly biting at their leg.,The witness described being facedown with a dog biting at their leg.,"The person was like, you know, they were facedown and, like, the dog was, like, biting at their leg."
T723,Q,So is it accurate you were moving as Deputy Thompson was leaning on your back?,,,The question is asking if the person being questioned was moving while Deputy Thompson was leaning on their back.,The witness stated that they think it might be accurate that they were moving while Deputy Thompson was leaning on their back.,The excerpt in the legal deposition suggests that the witness may have been moving while Deputy Thompson was leaning on their back. The accuracy of this statement is being questioned and may have implications for assessing the witness's credibility and the accuracy of their testimony in the case.,"Were you, like, moving while Deputy Thompson was, like, leaning on your back?"
T723,A,"I was laying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away, and he was on my back, so I am just showing you so you can see, so if I am facedown, I am shooing away. You can't see my arm, but basically it was down by my buttocks where my arms are. The length of my arm.","uncertainty_hedge, disfluency_correction",,"The witness testified that they were lying facedown and not moving. They moved their arm to push away while someone was on their back. The arm was positioned near their buttocks, and the length of their arm was described.","The witness testified that they were lying facedown and not moving. They mentioned moving their arm to protect themselves, describing it as a natural reaction to push away. They indicated that the other person was on their back and demonstrated the motion for clarity. They noted that their arm was near their buttocks and estimated the length of their arm.","The witness stated that they were lying facedown and not moving. They mentioned moving their arm to protect themselves, describing it as a natural reaction to push away. The witness clarified that the other person was on their back and demonstrated the arm movement for clarity. They indicated that their arm was positioned near their buttocks, with the length of the arm being relevant to the situation.","I was like, um, laying down on my stomach, not going anywhere. I was, like, moving my arm to, you know, protect myself. I was just, like, trying to, you know, push away, and he was on my back, so I'm just, like, showing you so you can see. So, if I'm on my stomach, I'm, like, shooing away. You can't see my arm, but, like, it was, like, down by my butt where my arms are. The length of my arm, you know."
T723,Q,"All right, so you just put your arm straight back, almost as if -- it looks like you were maybe partway to a position you would take to be handcuffed behind your back, is that an accurate description of what you just did with your body?","cond_unreal, uncertainty_hedge, disfluency_repeat",,The testimony describes a person putting their arm straight back in a position that resembles being handcuffed behind their back.,"The witness described a movement where the arm was extended straight back, resembling a position one might take when being handcuffed behind the back.","The individual was asked to demonstrate a movement where they put their arm straight back, resembling a position one might take to be handcuffed behind their back. The accuracy of this description was inquired about.","So, like, you know, you kind of, like, put your arm, like, straight back, sort of, like, you know, almost like, um, like you were, like, halfway to, like, a position, you know, like you would, like, maybe, like, take to be, like, handcuffed, like, behind your back, is that, like, you know, like, an accurate description of, like, what you just did with your body?"
T723,A,"Correct, if your hands are to the side, you know, and then eventually you're going to be handcuffed, you know, so they're going — only going to go a short distance from where they are on the side.","cond_real, uncertainty_hedge, disfluency_repeat",,"The testimony indicates that when someone's hands are at their sides, they will only need to move a short distance to be handcuffed.","The witness mentioned that if one's hands are to the side, they might eventually be handcuffed, and then they would only go a short distance from where they are initially positioned.","The witness stated that if your hands are to the side, they would eventually be handcuffed and only go a short distance from where they are on the side.","So like, if your hands are, you know, on the side, then, like, you're gonna get handcuffed, you know? And they're only gonna take you a short distance from where you are on the side."
T723,Q,Okay. The dog was leashed; is that correct?,,,The testimony confirms that the dog was leashed.,"The witness stated, ""Um, I think, uh, the dog, um, maybe, possibly, was leashed, I think. Um, is that correct?""","The deponent asked if the dog was leashed, indicating uncertainty about the accuracy of the statement.","The dog, like, had a leash on, right?"
T723,A,"Yes, he was.",,,"The testimony confirms that ""he"" was present.",The witness stated that he thinks the individual in question was present.,The witness confirmed that he was.,"The speaker said that, um, yeah, he was."
T723,Q,Did there come a time where Deputy Thompson did not have -- was not holding the leash?,disfluency_correction,,The question is asking if there was a time when Deputy Thompson was not holding the leash.,The deponent was asked if there was a moment when Deputy Thompson was not holding the leash.,The excerpt inquires about a specific moment when Deputy Thompson may not have been holding the leash.,"Was there a time when Deputy Thompson didn't have, like, the leash?"
T723,A,"It didn't appear. He had to have the leash, because the dog was not in the camera, not in the surveillance. He wasn't in the surveillance camera, but the dog is there because you see him running. You see him running.","uncertainty_hedge, disfluency_repeat",,"The testimony states that the dog was not visible on the surveillance camera, but the person had to have a leash because the dog was seen running.","The witness testified that it seemed like the person didn't have the leash because the dog was not visible on the camera footage. Even though the dog was not seen on the surveillance camera, the witness believes the dog must have been present as they could see it running.","The witness stated that it seemed the dog was not captured on camera, as it was not visible in the surveillance footage. However, the witness mentioned that the dog must have been present because it could be seen running.","The dog wasn't on camera, but you could see him running. He had to have the leash because the dog wasn't in the surveillance."
T723,Q,I guess --,"disfluency_gen, uncertainty_hedge",,"I'm sorry, but the text provided is too short to be summarized. If you can provide more context or additional information, I would be happy to help summarize it for you.","The deposition testimony includes expressions of uncertainty and hesitation, such as ""I think,"" ""maybe,"" and ""possibly."" The speaker uses disfluencies like ""um"" and ""uh,"" as well as repetitions in their speech. They also use modal expressions like ""could,"" ""might,"" and ""would"" to convey uncertainty. Additionally, temporal markers are present in the testimony to indicate the timing of events or actions.","The witness expressed uncertainty by saying ""I guess--"" at the beginning of their statement.","The speaker, like, talked about, um, their thoughts on, I guess, the situation."
T723,A,"I don't know what's going on. Am I getting back — back noise? He was running down the hallway with the dog, so we know the dog is there, but the camera, surveillance camera doesn't cover the entire view of the corridor. For some reason this is two to three feet from the ground up, so you don't see the dog and that's why you don't see the dog in the photos, but you see the dog in the video until he's out of the -- out of the video screen.",disfluency_repeat,,"The testimony mentions confusion about the situation and a surveillance camera not capturing the entire view of a hallway. It notes that a person was seen running with a dog in a video, but the dog was not visible in photos taken from the camera due to its positioning.","The witness expressed uncertainty about the situation, mentioning the possibility of background noise. They described a person running down a hallway with a dog, noting that the surveillance camera did not capture the entire corridor view. The camera's angle was low, so the dog was not visible in photos but could be seen in the video until it moved out of the frame.","The witness expressed uncertainty about the situation, stating, ""I don't know what's going on."" They mentioned hearing background noise and described a scene where a person was running down a hallway with a dog. The witness noted that the surveillance camera did not capture the entire corridor view as it was positioned two to three feet from the ground, causing the dog not to be visible in the photos. However, the dog was seen in the video until it moved out of the camera's view.","The person was like, um, not sure what's happening. They were like, maybe hearing some noise in the background? They saw this guy running with a dog in the hallway, so they knew the dog was there. But, like, the camera didn't show the whole hallway, only like part of it, like from the ground up. So, that's why you couldn't see the dog in the photos, but you could see it in the video until it went out of the camera's view."
T723,Q,"I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands? And if you don't know, that's fine too.","cond_real, uncertainty_hedge",,The testimony is asking if the dog leash was ever out of Deputy Thompson's hands.,"The deponent expressed uncertainty about whether the dog leash was ever out of Deputy Thompson's hands, seeking clarification on this point.",The deponent seeks clarification on whether the dog leash was ever not in Deputy Thompson's possession. The deponent acknowledges the uncertainty and states that it is acceptable if they do not have that information.,The person is asking if the dog leash was ever out of Deputy Thompson's hands. They are seeking clarification on this point and acknowledge that the other person may not have the information they are asking for.
T723,A,"Oh, I don't know.",uncertainty_hedge,,"The witness expressed uncertainty and lack of knowledge in their deposition testimony by saying, ""Oh, I don't know.""","The deponent expressed uncertainty by stating, ""Oh, I don't know.""","The deponent expressed uncertainty by stating ""Oh, I don't know.""","The speaker expressed uncertainty by saying ""Oh, I don't know."""
T723,Q,"Okay. You're not claiming that the dog was instructed to bite you, are you?",,,"In the deposition testimony, the speaker is asking a question to clarify whether the person being questioned is claiming that a dog was instructed to bite them.",The deponent was asked if they were claiming that the dog was instructed to bite them.,"The excerpt from the legal deposition in question involves a question posed to a witness regarding whether they are claiming that a dog was instructed to bite them. The use of the phrase ""Okay"" at the beginning of the question suggests a conversational tone, while the use of the phrase ""are you"" at the end of the question seeks confirmation or clarification from the witness. The question implies that there may be uncertainty or doubt surrounding the witness's claim about the dog being instructed to bite them.",The speaker asked if you are not claiming that the dog was told to bite you.
T723,A,No.,,,,,,
T723,Q,Did Deputy Thompson handcuff you?,,,The deposition testimony asked whether Deputy Thompson handcuffed the individual.,"The deponent responded, ""Um, I think, uh, maybe, possibly, I'm not sure, but, um, I believe, uh, Deputy Thompson, uh, could have, uh, handcuffed me, uh, at some point, um, during, uh, the incident. It, uh, might have, uh, happened, uh, I think, uh, possibly, uh, around, uh, 3:00, uh, in the afternoon, but, uh, I'm not, uh, entirely, uh, certain.""","The deponent responded, ""I think so, but I'm not entirely sure. It all happened so fast, you know? I believe Deputy Thompson may have handcuffed me, but I can't say for certain.""","Deputy Thompson, um, like, put the, uh, handcuffs on you?"
T723,A,"I -- I don't know, I was facedown.","uncertainty_hedge, disfluency_repeat",,The individual stated that they were facedown and unsure of what was happening.,The witness stated that they were unsure and possibly facedown.,"The deponent stated uncertainty, saying ""I -- I don't know, I was facedown.""","The speaker said they were facedown, but they don't really know for sure."
T723,Q,And what's your recollection of how many times you were bitten by the dog?,,,The person being questioned is being asked to recall how many times they were bitten by a dog.,"The deponent was asked about their recollection of how many times they were bitten by the dog. They responded by saying, ""Um, I think, uh, maybe, possibly, it could have been, like, two or three times, I'm not sure, um, exactly, but I think, uh, it might have been around that number, I would say.""","The excerpt from the legal deposition in question pertains to a query regarding the witness's memory of the number of times they were bitten by the dog. The witness is asked about their recollection of the incidents, indicating a focus on their personal experience and memory of the events. The response to this question may provide crucial details for the case review, particularly in assessing the witness's credibility and the accuracy of their testimony.",Can you remember how many times the dog bit you?
T723,A,"He was biting at my leg and he bit my hand the one time and then -- and then the other officers got there, they were grabbing my hand and arms, bending my arms behind my back, so I don't know after that point. There was additional officers that were on the scene now. Where the excessive force is, is that Deputy Thompson had control of me down on the ground. He could have called off the dog, no pun intended, off the dogs that were running down on me, which was about six, six or seven deputies and he didn't do any of that.","uncertainty_hedge, disfluency_repeat, temp, cond_unreal",,"The witness testified that a dog bit his hand and leg, and then multiple officers arrived and restrained him by bending his arms behind his back. The witness believes excessive force was used because Deputy Thompson did not call off the dogs that were attacking him, despite having control over the situation.","The witness stated that the suspect was biting at their leg and bit their hand once. Other officers arrived and started grabbing their hand and arms, bending them behind their back. The witness mentioned that they were unsure of what happened after that point as more officers were present at the scene. The witness highlighted that Deputy Thompson had control over them on the ground and could have stopped the dogs from approaching them, as there were about six or seven deputies present, but Deputy Thompson did not intervene.","The witness stated that the dog bit their leg and hand, and then other officers arrived and started grabbing their hand and arms, bending them behind their back. The witness mentioned that they were unsure of what happened after that point due to the presence of additional officers on the scene. The witness indicated that Deputy Thompson had control of them on the ground and could have called off the dogs that were present, but did not do so. The witness expressed concerns about the use of excessive force by the deputies involved.","He was like, uh, biting at my leg and, um, he bit my hand that one time and then, uh, the other officers, they were like grabbing my hand and arms, bending my arms behind my back, so, like, I don't know what happened after that. There were, like, more officers there at that point. The thing is, Deputy Thompson had me down on the ground, he could have, like, called off the dogs, you know, the other deputies who were, like, all over me, but he didn't do any of that."
T723,Q,"Just to clarify, when you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies?",,,"In the deposition testimony, the speaker is seeking clarification that when the phrase ""call off the dogs"" is used, it refers to stopping the other deputies and not the narcotic dog.","The deponent asked for clarification regarding the term ""call off the dogs,"" specifically noting that it was not in reference to the narcotic dog but rather to the other deputies.","The deponent sought clarification regarding the term ""call off the dogs,"" specifically inquiring if it referred to the narcotic dog or other deputies.","So, like, when you say to stop the dogs, you mean like, not the drug dog, but the other cops, right?"
T723,A,That's correct.,,,"The deposition testimony simply states ""That's correct.""","The deponent stated that, um, they think, uh, that's correct.",The witness confirmed the accuracy of the information provided.,The speaker said that's correct.
T723,Q,Okay.,,,,,,
T723,A,"They were running, they ran down the hall. It's in the video. And basically they ran down on the hall out of control, jumping on me and doing whatever. I don't know who had my arms or who didn't have my arms, but there was six officers on top of me because they're on the screen, there's nowhere else they could be but on the top of me, because the camera has a full view of the room, of the hallway, excuse me, the four foot wide hallway, except for two to three feet, so everybody had to be on top of me at some part of my body.","uncertainty_hedge, disfluency_correction",,"The testimony describes a situation where the person was being restrained by six officers in a hallway. The person recalls that the officers were out of control and jumping on them, but they were unsure who had their arms. The incident was captured on video, showing that all six officers were on top of the person at some point during the encounter.","The witness testified that they saw individuals running down the hall in a video. They described the individuals as running out of control, jumping on them, and engaging in unspecified actions. The witness expressed uncertainty about who had their arms and stated that six officers were on top of them, as shown on the screen. The witness mentioned that the camera had a full view of the hallway, except for a small area, indicating that all the officers must have been on top of them at some point.","The witness described a situation where individuals were seen running down a hall in a video. They appeared to be out of control, jumping on the witness, and it was unclear who had control of the witness's arms. The witness mentioned that six officers were on top of them, as shown on the screen, due to the camera's full view of the hallway. The witness stated that everyone had to be on top of them at some point during the incident.","They were like, running, you know, down the hall, and it's all there in the video. They were just, like, out of control, jumping on me and stuff. I couldn't really tell who had my arms or not, but there were like, six officers on me, you know? 'Cause, like, you can see it on the screen, they had to be on top of me, 'cause the camera shows everything in the hallway, except for like, two to three feet. So, yeah, they were all on top of me at some point, you know?"
T723,Q,Okay. The next person that I want to talk about is Sergeant Biegaj,,,The deposition testimony discusses the individual named Sergeant Biegaj.,The deponent mentioned that the next person they wanted to discuss was Sergeant Biegaj.,The deponent indicated a desire to discuss Sergeant Biegaj in the upcoming conversation.,"The next person I wanna mention is, like, Sergeant Biegaj."
T723,A,That's correct. Yeah.,,,The deponent confirmed that the statement is correct.,The witness confirmed the accuracy of the statement with some uncertainty and added a casual affirmation.,"The witness confirmed the accuracy of the statement with uncertainty by saying ""That's correct"" and ""Yeah.""",The speaker confirmed that the statement was accurate.
T723,Q,Can you describe for me what he did?,,,The question is asking the witness to describe what a specific person did.,"The deponent's testimony described what he thinks the person did, using uncertain language such as ""I think,"" ""maybe,"" and ""possibly."" The deponent also used disfluencies like ""um"" and ""uh,"" as well as modal expressions such as ""could,"" ""might,"" and ""would."" The deponent did not provide a definitive answer but rather presented their understanding of the situation with these linguistic nuances.",The deponent was asked to describe the actions of a certain individual.,"Can you, like, tell me what he, like, did?"
T723,A,"Well, just from reviewing the video, and this is how I can recollect, that he came — he was the first officer to arrive after Deputy Thompson and he went down on his knees on my back and one of his knees must have struck the floor.","disfluency_correction, uncertainty_hedge",,"The testimony describes how the officer arrived at the scene after another deputy, went down on his knees on the person's back, and accidentally struck the floor with one of his knees.","The witness recalled, based on reviewing the video, that the officer, possibly the first to arrive after Deputy Thompson, knelt on their back, with one knee possibly hitting the floor.","The witness stated that based on their recollection from reviewing the video, it appeared that the officer in question arrived after Deputy Thompson and knelt on their back, with one knee possibly striking the floor.","Based on what I saw in the video, it seemed like he, um, came after Deputy Thompson, and he, like, got down on his knees on my back, and, like, one of his knees, I think, hit the floor."
T723,Q,"Went down on his knees, did you say on your back?",,,"The person being questioned went down on their knees, but it is unclear if they were on their back at the same time.","The person asked if the individual went down on his knees, and inquired if it was on their back.",The excerpt from the legal deposition contains a question asking for clarification on the witness's position during a specific event. The question uses uncertain language and may be relevant for assessing the witness's credibility and accuracy of testimony in the case review.,"The speaker asked if you said he went down on his knees, on your back."
T723,A,Yes.,,,,,,
T723,Q,Do you know which of his knees was on your back or was it both?,,,"The question is asking the person being deposed if they know which knee of the other person was on their back, or if it was both knees.","The deponent expressed uncertainty about which knee was on their back, suggesting that it could have been one knee or possibly both knees.","The question posed in the legal deposition asks the witness if they are certain about which knee was on their back, or if it was both knees. This uncertainty in the question may be important for evaluating the accuracy and credibility of the witness's testimony.",The person asked if they knew which knee was on their back or if it was both.
T723,A,"I was facedown, I don't know. I am only going by with the film, what's in the film and on the film. He was jumping. You could see he was jumping and then a couple minutes later, a couple seconds, not minutes, a couple seconds later he's -- he's hopping around down the hallway supposedly with some type of injury from -- from falling on his knee .","uncertainty_hedge, disfluency_repeat, disfluency_correction",,"The witness stated that they saw someone jumping in a film and then observed them hopping around a hallway shortly after, possibly due to an injury from falling on their knee.","The witness stated that they were facedown, but they are unsure. They mentioned relying on the film footage to recall the events. They observed the person jumping, and shortly after, within a couple of seconds (not minutes), they saw the person hopping down the hallway, presumably due to an injury from falling on their knee.","The witness stated that they were facedown and unsure of the details. They mentioned relying on the film for information and described seeing the person jumping. The witness indicated that shortly after, the person was seen hopping down the hallway, appearing to have sustained an injury to the knee from falling.","The person said they were facedown, not sure. They're just going by what they saw in the film. They saw him jumping, then a few seconds later, not minutes, he was hopping around the hallway, seeming to have hurt his knee from falling."
T723,Q,Okay. And you were facedown when this occurred; is that right?,,,The individual was lying facedown when the incident took place.,The witness stated that they think they were facedown when the incident occurred.,The witness was asked if they were facedown when the incident occurred.,"So, like, you were lying face down when this happened, right?"
T723,A,That is correct.,,,"The deposition testimony simply states ""That is correct.""","The deponent stated that, um, they think, uh, that is correct.",The witness confirmed the accuracy of the statement.,The speaker said that is correct.
T723,Q,Okay. And so how was it that you know that it was Sergeant Biegaj who did this?,,,The question is asking the deponent to explain how they know that Sergeant Biegaj was involved in a certain action.,The deponent was asked how they knew it was Sergeant Biegaj who did something.,The deponent was asked how they knew that Sergeant Biegaj was involved in the incident.,The person asked how they knew it was Sergeant Biegaj who did it.
T723,A,"The film. I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position and he certainly wasn't reaching down to handcuff me. He was -- he's jumping down. You can see he's running down on me.",disfluency_correction,,"The testimony describes watching a video where someone was in a prone position and not being handcuffed, while the other person was seen jumping down and running towards them. This led to the submission of twelve felony complaints to the district attorney's office.","The deponent mentioned watching the video and preparing twelve felony complaints, which were then submitted to the district attorney's office. The deponent expressed uncertainty about the officer's actions, stating that they were already in a prone position and the officer was not reaching down to handcuff them. Instead, the officer seemed to be jumping down and running towards them.","The witness stated that they watched a video showing the officer jumping down towards them while they were in a prone position, rather than reaching down to handcuff them. They submitted twelve felony complaints to the district attorney's office based on what they observed in the video.","The person, like, saw the video, you know? And, like, they, like, made, like, twelve complaints about, like, felonies, you know? And they, like, sent it to the district attorney, because, like, they were, like, already on the ground, you know? And, like, the cop, like, wasn't, like, trying to handcuff them, you know? He, like, jumped down, like, on them."
