ID,SPEAKER,Excerpt,LING_FEATURES,bart_summary
T723,A,"Again, the handcuffs were — were not put on me right away, then they put them on me, okay, and then they said take them off, put them on the other way. So not only did they put the handcuffs on me, but they twisted the arms around, okay, and did them the opposite direction bending my shoulders back, which forces you in another position. Now, while this is all happening, they're on top of me, and if you can picture this, okay, because I'll never forget it, is that you're in a prone position, you're down and there's about six guys who weigh about 200 plus, 220 pounds each on average, and I can't breath while this is all happening, and I know what they're doing and I am saying, I can't breath, I can't breath, you have got to get off of me, okay, and they're doing this and they put the handcuffs on and I hear someone say, take them off, put them on again, put them on the opposite way, and that's what they did, they put them on the opposite way. That's how I ended up with the markings on the opposite side of my wrists.","disfluency_repeat, uncertainty_hedge, temp, cond_real","""They twisted the arms around, okay, and did them the opposite direction bending my shoulders back,"" he said. ""That's how I ended up with the markings on the opposite side of my wrists"""
T723,Q,"What do you mean, put them on the opposite way?",,"What do you mean, put them on the opposite way? What do you mean, put them on the opposite way? What do you mean, put them on the opposite way? What do you mean, put them on the opposite way?"
T723,A,"Well, if your hands are behind your back in a normal position, your palms will be facing out in a normal, behind you. If you put your hands behind your back, you'll see what I am talking about. Put — why don't you try it.","cond_real, uncertainty_hedge, disfluency_correction","Well, if your hands are behind your back in a normal position, your palms will be facing out in a normal, behind you. If you put your hands behind your back, you'll see what I am talking about. Put — why don't you try it."
T723,Q,"No, thank you.",,"No, thank you. No, thank you. No, thank you. No, thank you. No, thank you. No, thank you."
T723,A,"Put your ,— you don't want to, okay, yeah, because it's uncomfortable.","uncertainty_hedge, disfluency_correction","Put your ,— you don't want to, okay, yeah, because it's uncomfortable. Put your ,— you don't want to, okay, yeah, because it's uncomfortable."
T723,Q,I understand what you're saying.,,I understand what you're saying. I understand what you're saying. I understand what you're saying. I understand what you're saying.
T723,A,"Now — now I want you, if you could do it, put your hands, now your hands are against your back, your palms are now not out anymore, facing out, they're facing in. That's means they're reversed, okay, that's what I'm talking about. So they reversed the hands and the arms. They twisted them out. They twisted them around.","cond_real, disfluency_repeat, disfluency_correction","Now — now I want you, if you could do it, put your hands, now your hands are against your back, your palms are now not out anymore, facing out, they're facing in. That's means they're reversed, okay, that's what I'm talking about. So they reversed the hands and the arms and twisted them out. They twisted them around."
T723,Q,"Okay, so did they remove all the handcuffs and then the reapplication, did that occur in that minute and a half that you said that you were on the ground?",temp,CNN.com will feature an exclusive interview with CNN's John Defterios next week. Defterios will also feature an exclusive interview with Defterios next week. Defterios will feature an exclusive interview with Defterios.
T723,A,That is correct.,,That is correct. That is correct. That is correct. That is correct. That is correct. That is correct. That is correct. That is correct.
T8206,Q,"Did anybody advise you other than legal counsel, and I'm not asking if legal counsel advised you, but did anybody tell you that there can't be a five-year non-compete in North Carolina if it's —",disfluency_gen,"Did anybody advise you other than legal counsel, and I'm not asking if legal counsel advised you, but did anybody tell you that there can't be a five-year non-compete in North Carolina?"
T8206,A,"No, not -- not -- not that I recall in any way, shape, form, or fashion. I think as I was doing some of that stuff and then you Google it like your website says North Carolina doesn't recognize a five-year non-compete. So, you know, I mean a lot of those websites, you know, that's pretty out there, right? I mean that's on your website that North Carolina doesn't recognize a five-year non-compete. And so, I mean that was pretty much out there. And we -- I had a discussion with Brad, you know. He and I had a discussion just like you and I are talking. But I will tell you, you know, with all due respect I would have signed a ten-year non-compete. I had no interest in going back in this business. I mean I -- when I exited, Ken --
","uncertainty_hedge, cond_unreal, disfluency_correction","No, not -- not -- not that I recall in any way, shape, form, or fashion. But I will tell you, you know, with all due respect I would have signed a ten-year non-compete. I had no interest in going back in this business."
T8206,Q,"You still really don't have an interest in going into business, do you?",,"You still really don't have an interest in going into business, do you? You still really don't have an interest in going into business, do you?"
T8206,A,"I do not, Ken. I mean look, you know, I built a company that I'm proud of with a lot of people that helped me get there that need these jobs. I'm very close to the customer base. These are people that invested in me because they believed in where we were going. I sold the company. It's not worked out so well. I feel responsible for that whether you — whether everybody likes it or not. I'm built a little differently. I feel a responsibility to people that are calling me say man, what the heck, you know, we trusted -- and so, to some degree I feel pretty responsible for that. You know, these are people that I sat down with and said do business with me and this is why. And they put lock, stock, and barrel with me. And so, I would have been ecstatic if this thing would have exploded and took off. I mean hallelujah. By the way, if he would have tripled it, Christmas card, right. I mean look, there's people that can run this thing a lot better than me. I do believe that, by the way. I mean I absolutely believe that. So, I don't -- I have no desire today to go out and -- and develop an air filter company to compete with a company that I built. I will also tell you today because, you know, in complete transparency I think if I do that, I will crush them because I'll build a low overhead disruption model with less plants, highly automation led by me with customers, vendors, and employees. I mean what do I think. I mean, Ken, I think I'll take hundreds of employees from them. Haven't talked to anybody. I've honored my non-compete through and through and through and through, right? And so to that degree, you know, I have a phenomenal relationship. We talk soccer, we talk golf, we don't talk -- and part of that is because, you know, I had a genuine relationship. It wasn't that I was using a customer, vendor, or employee. I really was close to these guys. And -- but I've honored my non-compete and I’d be happy today to -- to cease and desist. I mean obviously that's not going to happen and that's okay. But that's -- that's just real straight talk. I think I've gone above and beyond. I think this shows I went above and beyond, you know. And, you know, I'm telling you I was personally attacked, my companies were personally attacked, my two key guys were personally. People within the company that they  thought were aligned with me were personally attacked. I think we can prove all that. There were comments made about me and my guys within the company, you know, right. So, look, I can rise above all that. I mean I -- here's the one thing I'll tell you about air filtration as Miles Bragg said and Miles said, Harry, you were such a force in this industry I think this guy don't like being in your shadow because he heard my name all the time. I get that. What he's going to find out is I'm a pretty humble guy. I'm not going to tell you I was always a pretty humble guy. You know, when I first got in, you know, I was pretty tough. But as I matured, you know, I also realized what leadership was more about. I made a lot of mistakes in my career and there's a lot of them I wish I could undo. But I got no desire today but to -- my number one desire would be to help Phil Whitaker despite his angst toward me to be successful. And I can -- and I think my actions will prove that. So, that's it in a nutshell, you know. That's complete transparency. I would cease and desist today, Ken.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp",Harry. I built a company that I'm proud of. I would have been ecstatic if this thing would have exploded. I feel responsible for that. I would cease and desist today.
T8206,Q,"So, you would drop this Declaratory Judgment Action if Flanders would consult with you and take your advice?",cond_real,"So, you would drop this Declaratory Judgment Action if Flanders would consult with you and take the advice? You would drop this Declaratory Judgment Action if Flanders would consult with you and take the advice? You would drop this if Flanders would consult with you and take the advice?"
T8206,A,"I don't know that they've got to take my advice because I don't think that's fair. I mean I wouldn't say if you guys don't listen to me, I'm going to start back because I mean I don't think that's a fair conversation. What I am telling you is, you know, is I've offered to help and I think I can, right? So, if they take a look at the current performance, I think some of those guys would say this thing ain't working. And right? And so if everybody will take their egos out, I'm willing to come back in a very humble manner and say let me explain to you what you've got going on in retail, wholesale, ARW, high purity where you have strategic advantage at, right? You know, how your model and this model don't line up, right? Probably the actions that I would take if I was CEO and then I would try to quantify those actions on what I think they'll get from a performance standpoint. So, maybe it would be a quantification on things that I would do. But there's, you know, I would take it on a different model and I think you will see the model they've got now is not working. So, I think that would prove out. But I'm not say they've got to take my advice. I think when I gave them the roadmap, I genuinely believe they'd say right. The other thing is there is an immediate calming; customers, vendors, and employees, right.","uncertainty_hedge, cond_unreal","I don't know that they've got to take my advice because I don't think that's fair. What I am telling you is, you know, is I've offered to help and I think I can, right? So, if they take a look at the current performance, I think some of those guys would say this thing ain't working."
T831,Q,"When you say, ""when I got it."" Are you talking about -- ",disfluency_gen,"When you say, ""when I got it,"" are you talking about -- ""when I got it"" or ""when I got it?"" Are you talking about -- ""when I got it"" or ""when I got it?"""
T831,A,"CEO. When I got control of the company and could put the company in the position that I wanted to, right? And, really, I had a carte blanche opportunity, because the company was in trouble. So, you know, the Board basically said, help. And so, you know, I was able to enact my plan without -- without a lot of -- I won't tell you it was zero respect. Now, as a part of the process, when I became CEO, you know, myself and Robert Amerson bought the ex-CEO out. So we went to him and we bought his stock out. It was a $7 million transaction. I bought $3.5 million. He bought $3.5 million.","uncertainty_hedge, disfluency_repeat, disfluency_correction, temp","CEO. ""I had a carte blanche opportunity,"" he says. ""I was able to enact my plan without a lot of -- I won't tell you it was zero respect"""
T831,Q,"""He"" being Robert Amerson?",,"""He"" being Robert Amerson? ""He"" being Robert Amerson? ""He"" being Robert Amerson? ""He"" being Robert Amerson? ""He"" being Robert Amerson?"
T831,A,"Robert Amerson, correct. This was the time when you could go to the bank and borrow money you shouldn't borrow. And so I collateralized my whole $3.5 million with the stock. So I would say that I was all in. And then subsequently, you know, as we got into the company, I realized the balance.","temp, uncertainty_gen, cond_unreal","Robert Amerson collateralized his whole $3.5 million with the stock. Amerson: ""I would say that I was all in"""
T831,Q,And let me go back though.,,And let me go back though. And let me go back though. And let me go back though. And let me go back though.
T831,A,Sure,,Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.Sure.
T831,Q,I just wanted to make sure I got those numbers right. You said when you took over as CEO the company was worth?,"uncertainty_hedge, temp",I just wanted to make sure I got those numbers right. You said when you took over as CEO the company was worth. You said when you took over as CEO the company was worth?
T831,A,"I think the company revenue-wise -- I'm pretty close to this -- was about 165 million. When I exited, we were on a 325 run rate, 325 million.","uncertainty_hedge, temp","I think the company revenue-wise -- I'm pretty close to this -- was about 165 million. When I exited, we were on a 325 run rate, 325 million."
T831,Q,So you doubled it?,,So you doubled it? So you doubled it? So you doubled it? So you doubled it? So you doubled it? So you doubled it?
T831,A,"Approximately. Uh-huh, approximately. And I spun off a lot of sales. So I mean if you took the direct offices -- I don't remember the number. But you got direct offices going to do 1.5, 3 or 4 million. So I mean I spun off probably $25 million worth of sales that we -- we got rid of. We lost money on every office. So it wasn't a cash hit, but we dropped the revenues, you know. And so -- but I was in a position we were burning cash. I had to stop the cash burning, right. So what I really did from the initial start was -- my whole game plan day one was to get the company to break even, you know, we were burning cash. So I started spinning stuff off. And also, by the way, I didn't think it would fit and I also didn't think that the model would work. But, by the way, I can't tell you that I had the expertise in the space that I do now. Some of that was really educated guesses, because I knew we had to do something, right? I knew the direct offices were a problem, because we had constant complaints from our customer base and customers leaving because we were competing with him. That makes sense, right? And so, you know, I put the company through a series of moves, and I would tell you the right-sized of the organization, you know, closed the detached office, closed Salt Lake City, spun off distribution offices, got rid of the complete service division,got out of the paint booth division, tried to re-introduce the company and -- to the customer base. And so I was heavily engaged with -- too engaged with customers, vendors and employees. But, you know, you're also -- you know, I was all in, right. So if the company fails, I mean I didn't have that kind of capital at that point, right. You know, I had borrowed money -- risk and reward at a young age. I still haven't paid for it. I risk mitigate at this point. But, you know, as I got more into it, I can tell you at this point in my life I wouldn't have done it. Because I know a lot more about balance sheets, income statements -- and I didn't know that back then. I didn't have that skill set. I had a tremendous amount of energy. I was a pretty smart guy. And I had learned the space pretty good. And you also had a Board of Directors that probably couldn't have went out and recruited a real world CEO at that time. I can't tell you at that time that I should have got the company, because I honestly do not think I should have. I don't think I was prepared to be a NASDAQ CEO at 35 with a company with challenges. I mean I had never done an earnings call. So I'd say I got indoctrinated pretty quick. And it was a lot of -- a lot of trial by fire, made a lot of mistakes. And we just kept working through it. And, you know, the great recession came along the same time and, you know, we just continued to work through it. But it was a tough bunch of years. I mean, you know, that's the reason I sold the company. I mean I was really done.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp","I. I don't think I was prepared to be a NASDAQ CEO at 35. ""I had a tremendous amount of energy. ""It was a tough bunch of years. I can't tell you at that time that I should have."
T918,Q,Did you have any conversations with Mel during his business in Albany as part of the EBA events about potential employment; how did you bring that concept up?,,Did you have any conversations with Mel during his business in Albany as part of the EBA events about potential employment? How did you bring that concept up?
T918,A,"I recall I -- that Ed Parker had given me a background on a Green Schools Program that Sterling Planet was thinking of developing, and I loved it. And I called Mel and I said, ""I love this. I love this company, how do I get involved? Is there an opportunity for me to get involved."" I called him directly on his cell phone -- I called him on his cell phone from my cell phone. And he said, ""You would be a great asset, we should talk about it."" And I said -- but at that time, it was probably early on and it wasn't an immediate opportunity. It was, do you want to get involved if we can figure out a way for you getting involved. I said. No, I'm interested in employment."" Then he said, We need to wait to have a discussion on employment.""","disfluency_repeat, disfluency_correction, temp","I recall I -- that Ed Parker had given me a background on a Green Schools Program that Sterling Planet was thinking of developing, and I loved it. And I called Mel and I said, ""I love this. I love this company, how do I get involved? Is there an opportunity for me to get involved?"""
T918,Q,Do you remember approximately what date that was when you had the first conversation?,uncertainty_hedge,Do you remember approximately what date that was when you had the first conversation? Do you remember approximately what date that was when you had the first conversation?
T918,A,"I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005.","uncertainty_hedge, cond_real, temp","I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005. I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005."
T918,Q,It was several months before you actually started going with the employment process with Sterline Planet?,temp,It was several months before you actually started going with the employment process with Sterline Planet. It was several months before you actually started going with the employment process with Sterline Planet.
T918,A,Correct. Yes.,,Correct. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes.
T918,Q,"After you had that call with Mel, what happened next as far as your interactions with Sterling Planet about employment?",temp,"After you had that call with Mel, what happened next as far as your interactions with Sterling Planet about employment? What happened next as far as your interactions with Sterling Planet about employment?"
T918,A,"It was, to the best of my recollection, infrequent, other than professional, you know, Mel would come. We perhaps would see each other that way. By the fall of 2005, I was ready to really move. I needed to leave EBA. I hadn't been getting paid. And so it was important for me to take care of myself financially, and my family financially and that was a big motivation. I needed some — obviously, I needed some consistency there. So I said, ""I'm really interested in joining the company, and he said, ""Let's see if we can get that done.""",,"""I needed to leave EBA. I hadn't been getting paid. And so it was important for me to take care of myself financially, and my family financially,"" he says."
T918,Q,"You said you were working for EBA, but you weren't receiving compensation?",,"You said you were working for EBA, but you weren't receiving compensation? You said you were working for EBA, but you weren't receiving compensation?"
T918,A,"It was sporadic. We were dependent on State funding, and as we know, that can be challenging at best.",,"It was sporadic. We were dependent on State funding, and as we know, that can be challenging at best. We were dependent on State funding, and as we know, that can be challenging."
T918,Q,"I'm aware of that, yes. So you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet, correct, in 2005?",,"I'm aware of that, yes. So you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet, correct, in 2005?"
T918,A,"Yes, correct.",,"Yes, correct. Yes, correct. Yes, correct. Yes, correct. Yes, correct. Yes, correct. Yes, correct. Yes, correct."
T918,Q,"Chronologically, what happened next in the employment process?",,"Chronologically, what happened next in the employment process? What happened next in the employment process? What happened next in the employment process?"
T918,A,Mel sent along an offer letter.,,Mel sent along an offer letter. Mel sent along an offer letter. Mel sent along an offer letter. Mel sent along an offer letter.
T918,Q,When did you receive the offer letter?,,When did you receive the offer letter? When did you receive the offer letter? When did you receive the offer letter? When did you receive the offer letter? When did you receive the offer letter?
T918,A,"It was in December, 2005.",temp,"It was in December, 2005. It was in December, 2005. It was in December, 2005. It was in December, 2005. It was in December, 2005."
T918,Q,Okay. And do you remember approximately when you accepted the employment offer?,uncertainty_hedge,Okay. And do you remember approximately when you accepted the employment offer? Do you remember approximately when you accepted the employment offer? Do you remember when you accepted the employment offer? Do you remember approximately when you accepted the employment offer?
T918,A,"It was before the end of the year in 2005. I don't recollect what the date of that executed offer letter was and employment contract was, but it, it was before the end of the year, although I didn't start with the company until March of the next year.","uncertainty_hedge, temp","It was before the end of the year in 2005. I don't recollect what the date of that executed offer letter was and employment contract was. It was before the end of the year, although I didn't start with the company until March of the next year."
T918,Q,"When you first started for Sterling Planet, what was your job title?",temp,"When you first started for Sterling Planet, what was your job title? What was your job title? What was your job title? What was your job title?"
T918,A,"Director, Business Development, Empire Region.",,"Director, Business Development, Empire Region. Director, Business Development, Empire Region. Director, Business Development, Empire Region. Director, Business Development, Empire Region."
T918,Q,Director of Business Development in the Empore Region?,,DirectorDirector of Business Development in the Empore Region. Director of Business Development in the Empore Region? Click here for more information.
T918,A,Yes.,,Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes.
T918,Q,Empire referring to New York?,,EEmpire: New York. Empire: New York. Empire: New York. New York. New York. New York. New York. New York.
T918,A,New York and New Jersey.,,New York and New Jersey. New York and New Jersey. New York and New Jersey. New York and New Jersey. New York and New Jersey.
T918,Q,Is that the same job title you had throughout your employment with Sterling Planet?,temp,Is that the same job title you had throughout your employment with Sterling Planet? Is that the same job title you had throughout your employment with Sterling Planet? Is that the same title you had throughout your employment with Sterling Planet?
T918,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T918,Q,What was the next job title?,,What was the next job title? What was the next job title? What was the next job title? What was the next job title?
T918,A,Director of Northeast Region. That came quickly.,,Director. Director of Northeast Region. Director of Northeast Region. Director of Northeast Region. Director of Northeast Region. Director of Northeast Region. Director of Northeast Region.
T918,Q,How quickly?,,How quickly? How quickly? How quickly can you change a person's life? How quickly can you change someone's life? How quickly can you change someone's life?
T918,A,Within a couple of months.,temp,Within a couple of months.Within a couple of months.Within a couple of months. Within a couple of months. Within a couple of months.
T918,Q,"Did you maintain the title of Director of the Northeast Region throughout your employment, or did it change again?",,"Did you maintain the title of Director of the Northeast Region throughout your employment, or did it change again? Did you maintain the title of Director of the Northeast Region throughout your employment?"
T918,A,It changed again to Vice President.,,It changed again to Vice President.It changed again to Vice President.It changed again to Vice President.It changed again to Vice President.
T918,Q,To Vice President? Was there any other title other than Vice President or just --,disfluency_correction,"To Vice President? Was there any other title other than Vice President or just -- ""Vice President""? ""Vice President"" ""Vice President"" ""Vice President"" ""Vice President"" ""Vice President"""
T918,A,"Not initially. In the interim as Director of the Northeast Region, I also assumed, when appropriate, National Policy Director responsibilities, as well -- although it did not ever appear on a business card.","uncertainty_hedge, temp, disfluency_correction","Not initially. In the interim as Director of the Northeast Region, I also assumed, when appropriate, National Policy Director responsibilities, as well -- although it did not ever appear on a business card."
T918,Q,You started out as Director of Business Development for the Empire Region?,,"You started out as Director of Business Development for the Empire Region. Now, you're the CEO of the company. What's the next step for you?"
T918,A,Correct.,,Correct.
T918,Q,And that changed next to the Northeast?,,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Join us for a weekly Travel Snapshots gallery. Join us for a weekly Travel Snapshots gallery.
T918,A,Correct.,,Correct.
T918,Q,After that was Vice President?,,After that was Vice President. After that was Vice President. After that was Vice President. After that was Vice President. After that was Vice President.
T918,A,Correct.,,Correct.
T918,Q,What was the official job title after VP?,,What was the official job title after VP? What was the official job title after VP? What was the official job title after VP? What was the official job title after VP?
T918,A,Then I become VP of Carbon and Efficiency Markets.,,Then I become VP of Carbon and Efficiency Markets. Then I become VP of Carbon and Efficiency Markets. Then I become VP of Carbon and Efficiency Markets.
T918,Q,What are the Carbon and Efficiency Markets?,,What are the Carbon and Efficiency Markets?. What are the Carbon and Efficiency Markets?. What are the Carbon and Efficiency Markets?. What are the Carbon and Efficiency Markets?
T918,A,There are - - they were emerging environmental attribute markets. It was a reflection of my role in those markets for the company.,disfluency_correction,There are - - they were emerging environmental attribute markets. It was a reflection of my role in those markets for the company. It was a reflection of my role in those markets for the company.
T918,Q,Did you have any other official job title after Vice President of Carbon and Efficiency Markets?,,Did you have any other official job title after Vice President of Carbon and Efficiency Markets? Did you have any other official job title after Vice President of Carbon and Efficiency Markets?
T918,A,No.,,No. 1. No. 2. No. 3. No. 4. No. 5. No. 5. No. 6. No. 7. No. 8. No. 9. No. 10.
T918,Q,"As Director of Business Development for the Empire Region, what type of job duties did you have?",,"As Director of Business Development for the Empire Region, what type of job duties did you have? What type of job duties did you have? What type of role did you have?"
T918,A,Sales; I was business development.,,Sales; I was business development. Sales; I was business development. Sales; I was business development. Sales; I was business development. Sales; I was business development.
T918,Q,How long were you in that role?,,How long were you in that role? How long were you in that role? How long were you in that role? How long were you in that role? How long were you in that role?
T918,A,"For the Empire Region role, just two or three months, maybe? I think it was by May of 2006, the title had changed to the Northeast Region.","uncertainty_hedge, temp","For the Empire Region role, just two or three months, maybe? I think it was by May of 2006, the title had changed to the Northeast Region."
T918,Q,"As Director of Business Development for the Northeast Region, did your job duties change at all, or was it just an expanded territory?",,"As Director of Business Development for the Northeast Region, did your job duties change at all, or was it just an expanded territory? Did your job duties change at all, or was it just an expanded territory?"
T918,A,"It was an expanded territory. It was a broader view. It wasn't exclusive to business development. It also included some regulatory work, as well. So keeping track of what was going on in state houses and the region, interacting with external stakeholders, such as ACORE, or the Environmental Business Association. It was a reflection of a broader scope in a region that was important strategically to the market.",,"It was an expanded territory. It wasn't exclusive to business development. It also included some regulatory work, as well. So keeping track of what was going on in state houses and the region."
